,song_name,song_name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
6850,Feedback,Feedback,BoA,"BoA, Nucksal",61oYciDSVO6OvOqZf9TVPV,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6v5cGuRCZKq08nLI4WXJuB'}, 'href': 'https://api.spotify.com/v1/artists/6v5cGuRCZKq08nLI4WXJuB', 'id': '6v5cGuRCZKq08nLI4WXJuB', 'name': 'Nucksal', 'type': 'artist', 'uri': 'spotify:artist:6v5cGuRCZKq08nLI4WXJuB'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 6v5cGuRCZKq08nLI4WXJuB",[' Nucksal'],[' 6v5cGuRCZKq08nLI4WXJuB'], Nucksal, 6v5cGuRCZKq08nLI4WXJuB,,,,,,,,,,,,,,,,,,,,,,,,
6862,Man in the Mirror (LIVE) - SM STATION,Man in the,BoA,"BoA, Siedah Garrett",6vumyIpYI0eRZgRvMoMrNN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7EVlecngyrLHfQUqFMpwkT'}, 'href': 'https://api.spotify.com/v1/artists/7EVlecngyrLHfQUqFMpwkT', 'id': '7EVlecngyrLHfQUqFMpwkT', 'name': 'Siedah Garrett', 'type': 'artist', 'uri': 'spotify:artist:7EVlecngyrLHfQUqFMpwkT'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 7EVlecngyrLHfQUqFMpwkT",[' Siedah Garrett'],[' 7EVlecngyrLHfQUqFMpwkT'], Siedah Garrett, 7EVlecngyrLHfQUqFMpwkT,,,,,,,,,,,,,,,,,,,,,,,,
6867,No Matter What,No Matter ,BoA,"BoA, Beenzino",0Yc2gPL8g9P6FUEFXhtI3q,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg'}, 'href': 'https://api.spotify.com/v1/artists/7IrDIIq3j04exsiF3Z7CPg', 'id': '7IrDIIq3j04exsiF3Z7CPg', 'name': 'Beenzino', 'type': 'artist', 'uri': 'spotify:artist:7IrDIIq3j04exsiF3Z7CPg'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 7IrDIIq3j04exsiF3Z7CPg",[' Beenzino'],[' 7IrDIIq3j04exsiF3Z7CPg'], Beenzino, 7IrDIIq3j04exsiF3Z7CPg,,,,,,,,,,,,,,,,,,,,,,,,
6887,LOOKIN',LOOKIN',BoA,"BoA, The Quiett",7fHzHIPCC7HlMfSpcPCXgc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2qI1pO64eYqGUiv1XTw4cy'}, 'href': 'https://api.spotify.com/v1/artists/2qI1pO64eYqGUiv1XTw4cy', 'id': '2qI1pO64eYqGUiv1XTw4cy', 'name': 'The Quiett', 'type': 'artist', 'uri': 'spotify:artist:2qI1pO64eYqGUiv1XTw4cy'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 2qI1pO64eYqGUiv1XTw4cy",[' The Quiett'],[' 2qI1pO64eYqGUiv1XTw4cy'], The Quiett, 2qI1pO64eYqGUiv1XTw4cy,,,,,,,,,,,,,,,,,,,,,,,,
6896,IZM,IZM,BoA,"BoA, VERBAL",1TsXyOZ2zlmv7aJYqBb1wu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6eyG54lvijivzcKqSjZTtB'}, 'href': 'https://api.spotify.com/v1/artists/6eyG54lvijivzcKqSjZTtB', 'id': '6eyG54lvijivzcKqSjZTtB', 'name': 'VERBAL', 'type': 'artist', 'uri': 'spotify:artist:6eyG54lvijivzcKqSjZTtB'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 6eyG54lvijivzcKqSjZTtB",[' VERBAL'],[' 6eyG54lvijivzcKqSjZTtB'], VERBAL, 6eyG54lvijivzcKqSjZTtB,,,,,,,,,,,,,,,,,,,,,,,,
6902,I Did It For Love,I Did It F,BoA,"BoA, Sean Garrett",5klKUAbTNSNIfeMAdpmg2t,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4aWpJudn4ljEWahx6cPEGu'}, 'href': 'https://api.spotify.com/v1/artists/4aWpJudn4ljEWahx6cPEGu', 'id': '4aWpJudn4ljEWahx6cPEGu', 'name': 'Sean Garrett', 'type': 'artist', 'uri': 'spotify:artist:4aWpJudn4ljEWahx6cPEGu'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 4aWpJudn4ljEWahx6cPEGu",[' Sean Garrett'],[' 4aWpJudn4ljEWahx6cPEGu'], Sean Garrett, 4aWpJudn4ljEWahx6cPEGu,,,,,,,,,,,,,,,,,,,,,,,,
6904,UNIVERSE,UNIVERSE,BoA,"BoA, Crystal Kay, VERBAL",6aQhZTLNcPGbIVWHkkX9dj,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3yzQHdj9G34CVZ5rVUDrOM'}, 'href': 'https://api.spotify.com/v1/artists/3yzQHdj9G34CVZ5rVUDrOM', 'id': '3yzQHdj9G34CVZ5rVUDrOM', 'name': 'Crystal Kay', 'type': 'artist', 'uri': 'spotify:artist:3yzQHdj9G34CVZ5rVUDrOM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6eyG54lvijivzcKqSjZTtB'}, 'href': 'https://api.spotify.com/v1/artists/6eyG54lvijivzcKqSjZTtB', 'id': '6eyG54lvijivzcKqSjZTtB', 'name': 'VERBAL', 'type': 'artist', 'uri': 'spotify:artist:6eyG54lvijivzcKqSjZTtB'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 3yzQHdj9G34CVZ5rVUDrOM, 6eyG54lvijivzcKqSjZTtB","[' Crystal Kay', ' VERBAL']","[' 3yzQHdj9G34CVZ5rVUDrOM', ' 6eyG54lvijivzcKqSjZTtB']", Crystal Kay, 3yzQHdj9G34CVZ5rVUDrOM, VERBAL, 6eyG54lvijivzcKqSjZTtB,,,,,,,,,,,,,,,,,,,,,,
6912,LOSE YOUR MIND,LOSE YOUR ,BoA,"BoA, Yutaka Furukawa",6vgCF24nl3J0KsuEPHLlzw,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Iu2yVQq5dCVmmAaAOQ6S1'}, 'href': 'https://api.spotify.com/v1/artists/3Iu2yVQq5dCVmmAaAOQ6S1', 'id': '3Iu2yVQq5dCVmmAaAOQ6S1', 'name': 'Yutaka Furukawa', 'type': 'artist', 'uri': 'spotify:artist:3Iu2yVQq5dCVmmAaAOQ6S1'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 3Iu2yVQq5dCVmmAaAOQ6S1",[' Yutaka Furukawa'],[' 3Iu2yVQq5dCVmmAaAOQ6S1'], Yutaka Furukawa, 3Iu2yVQq5dCVmmAaAOQ6S1,,,,,,,,,,,,,,,,,,,,,,,,
6951,the Love Bug,the Love B,BoA,"m-flo, BoA",5QnjmbuoM0lxXsj1NYbwwz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4UhiMIdxKqQxmzdE9nYe6O'}, 'href': 'https://api.spotify.com/v1/artists/4UhiMIdxKqQxmzdE9nYe6O', 'id': '4UhiMIdxKqQxmzdE9nYe6O', 'name': 'm-flo', 'type': 'artist', 'uri': 'spotify:artist:4UhiMIdxKqQxmzdE9nYe6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}]",4muJrGMndyYWqZtfk8OWy4,"4UhiMIdxKqQxmzdE9nYe6O, 4muJrGMndyYWqZtfk8OWy4","['m-flo', ' BoA']","['4UhiMIdxKqQxmzdE9nYe6O', ' 4muJrGMndyYWqZtfk8OWy4']",m-flo,4UhiMIdxKqQxmzdE9nYe6O, BoA, 4muJrGMndyYWqZtfk8OWy4,,,,,,,,,,,,,,,,,,,,,,
6984,the meaning of peace,the meanin,BoA,"Kumi Koda, BoA",2ILfZVFXtye4BdJZ1lkhWC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2mGYHril2LuZodRtTX06BC'}, 'href': 'https://api.spotify.com/v1/artists/2mGYHril2LuZodRtTX06BC', 'id': '2mGYHril2LuZodRtTX06BC', 'name': 'Kumi Koda', 'type': 'artist', 'uri': 'spotify:artist:2mGYHril2LuZodRtTX06BC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}]",4muJrGMndyYWqZtfk8OWy4,"2mGYHril2LuZodRtTX06BC, 4muJrGMndyYWqZtfk8OWy4","['Kumi Koda', ' BoA']","['2mGYHril2LuZodRtTX06BC', ' 4muJrGMndyYWqZtfk8OWy4']",Kumi Koda,2mGYHril2LuZodRtTX06BC, BoA, 4muJrGMndyYWqZtfk8OWy4,,,,,,,,,,,,,,,,,,,,,,
6990,Be Ready,Be Ready,Loco,"GRAY, Loco, CODE KUNST",39qZBQdOWjUWgsw3PzdAw7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3kPEBSt7qgVoRZSbIXMr7W'}, 'href': 'https://api.spotify.com/v1/artists/3kPEBSt7qgVoRZSbIXMr7W', 'id': '3kPEBSt7qgVoRZSbIXMr7W', 'name': 'GRAY', 'type': 'artist', 'uri': 'spotify:artist:3kPEBSt7qgVoRZSbIXMr7W'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4WnO2VmlwdTX77ANsThWLQ'}, 'href': 'https://api.spotify.com/v1/artists/4WnO2VmlwdTX77ANsThWLQ', 'id': '4WnO2VmlwdTX77ANsThWLQ', 'name': 'CODE KUNST', 'type': 'artist', 'uri': 'spotify:artist:4WnO2VmlwdTX77ANsThWLQ'}]",2e4G04F77jxVuDYo44TCSm,"3kPEBSt7qgVoRZSbIXMr7W, 2e4G04F77jxVuDYo44TCSm, 4WnO2VmlwdTX77ANsThWLQ","['GRAY', ' Loco', ' CODE KUNST']","['3kPEBSt7qgVoRZSbIXMr7W', ' 2e4G04F77jxVuDYo44TCSm', ' 4WnO2VmlwdTX77ANsThWLQ']",GRAY,3kPEBSt7qgVoRZSbIXMr7W, Loco, 2e4G04F77jxVuDYo44TCSm, CODE KUNST, 4WnO2VmlwdTX77ANsThWLQ,,,,,,,,,,,,,,,,,,,,
6991,Tasty x Tasty,Tasty x Ta,Loco,"Loco, GRAY",6ubzgznl4lqaCYV2kd7ewv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3kPEBSt7qgVoRZSbIXMr7W'}, 'href': 'https://api.spotify.com/v1/artists/3kPEBSt7qgVoRZSbIXMr7W', 'id': '3kPEBSt7qgVoRZSbIXMr7W', 'name': 'GRAY', 'type': 'artist', 'uri': 'spotify:artist:3kPEBSt7qgVoRZSbIXMr7W'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 3kPEBSt7qgVoRZSbIXMr7W",[' GRAY'],[' 3kPEBSt7qgVoRZSbIXMr7W'], GRAY, 3kPEBSt7qgVoRZSbIXMr7W,,,,,,,,,,,,,,,,,,,,,,,,
6992,Somebody!,Somebody!,Loco,"Loco, Hwa Sa",2FA4veLVh3jf7O8q5VhNh5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7bmYpVgQub656uNTu6qGNQ'}, 'href': 'https://api.spotify.com/v1/artists/7bmYpVgQub656uNTu6qGNQ', 'id': '7bmYpVgQub656uNTu6qGNQ', 'name': 'Hwa Sa', 'type': 'artist', 'uri': 'spotify:artist:7bmYpVgQub656uNTu6qGNQ'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 7bmYpVgQub656uNTu6qGNQ",[' Hwa Sa'],[' 7bmYpVgQub656uNTu6qGNQ'], Hwa Sa, 7bmYpVgQub656uNTu6qGNQ,,,,,,,,,,,,,,,,,,,,,,,,
6993,Lemon,Lemon,Loco,"Loco, Hwa Sa",3zwntVG0DD4oM5zbaRBYcL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7bmYpVgQub656uNTu6qGNQ'}, 'href': 'https://api.spotify.com/v1/artists/7bmYpVgQub656uNTu6qGNQ', 'id': '7bmYpVgQub656uNTu6qGNQ', 'name': 'Hwa Sa', 'type': 'artist', 'uri': 'spotify:artist:7bmYpVgQub656uNTu6qGNQ'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 7bmYpVgQub656uNTu6qGNQ",[' Hwa Sa'],[' 7bmYpVgQub656uNTu6qGNQ'], Hwa Sa, 7bmYpVgQub656uNTu6qGNQ,,,,,,,,,,,,,,,,,,,,,,,,
6994,All Night (feat. Loco),All Night ,Loco,"TYTAN, Loco",2JMx6wah6eRezCInLGsoZ0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5fTJwRSBleAeLkLivVLDZ4'}, 'href': 'https://api.spotify.com/v1/artists/5fTJwRSBleAeLkLivVLDZ4', 'id': '5fTJwRSBleAeLkLivVLDZ4', 'name': 'TYTAN', 'type': 'artist', 'uri': 'spotify:artist:5fTJwRSBleAeLkLivVLDZ4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}]",2e4G04F77jxVuDYo44TCSm,"5fTJwRSBleAeLkLivVLDZ4, 2e4G04F77jxVuDYo44TCSm","['TYTAN', ' Loco']","['5fTJwRSBleAeLkLivVLDZ4', ' 2e4G04F77jxVuDYo44TCSm']",TYTAN,5fTJwRSBleAeLkLivVLDZ4, Loco, 2e4G04F77jxVuDYo44TCSm,,,,,,,,,,,,,,,,,,,,,,
6996,Just Like This (Feat. george),Just Like ,Loco,"Loco, george",3ptp3j48p6tPwGEJUCbSu0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2pRZp2WxvnWWiSPcSSYkNV'}, 'href': 'https://api.spotify.com/v1/artists/2pRZp2WxvnWWiSPcSSYkNV', 'id': '2pRZp2WxvnWWiSPcSSYkNV', 'name': 'george', 'type': 'artist', 'uri': 'spotify:artist:2pRZp2WxvnWWiSPcSSYkNV'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 2pRZp2WxvnWWiSPcSSYkNV",[' george'],[' 2pRZp2WxvnWWiSPcSSYkNV'], george, 2pRZp2WxvnWWiSPcSSYkNV,,,,,,,,,,,,,,,,,,,,,,,,
6997,Love(Prod.Rocoberry),Love(Prod.,Loco,"Loco, Lee sung kyung",29O4t4CViDRSDwiutvsOLS,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7AqcQSFPIpFD44ZNRm22m4'}, 'href': 'https://api.spotify.com/v1/artists/7AqcQSFPIpFD44ZNRm22m4', 'id': '7AqcQSFPIpFD44ZNRm22m4', 'name': 'Lee sung kyung', 'type': 'artist', 'uri': 'spotify:artist:7AqcQSFPIpFD44ZNRm22m4'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 7AqcQSFPIpFD44ZNRm22m4",[' Lee sung kyung'],[' 7AqcQSFPIpFD44ZNRm22m4'], Lee sung kyung, 7AqcQSFPIpFD44ZNRm22m4,,,,,,,,,,,,,,,,,,,,,,,,
6999,At Night,At Night,Loco,"Simon Dominic, Loco",0da5hji35BCVb7nC8gRQzF,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57W9ikVc6O2wLDtmclSjvN'}, 'href': 'https://api.spotify.com/v1/artists/57W9ikVc6O2wLDtmclSjvN', 'id': '57W9ikVc6O2wLDtmclSjvN', 'name': 'Simon Dominic', 'type': 'artist', 'uri': 'spotify:artist:57W9ikVc6O2wLDtmclSjvN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}]",2e4G04F77jxVuDYo44TCSm,"57W9ikVc6O2wLDtmclSjvN, 2e4G04F77jxVuDYo44TCSm","['Simon Dominic', ' Loco']","['57W9ikVc6O2wLDtmclSjvN', ' 2e4G04F77jxVuDYo44TCSm']",Simon Dominic,57W9ikVc6O2wLDtmclSjvN, Loco, 2e4G04F77jxVuDYo44TCSm,,,,,,,,,,,,,,,,,,,,,,
7005,It′s been a while (Feat. Zion.T),It′s been ,Loco,"Loco, Zion.T",37CKtYC4R9m8woURH6hESX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 5HenzRvMtSrgtvU16XAoby",[' Zion.T'],[' 5HenzRvMtSrgtvU16XAoby'], Zion.T, 5HenzRvMtSrgtvU16XAoby,,,,,,,,,,,,,,,,,,,,,,,,
7006,Tangled Up (Feat. pH-1),Tangled Up,Loco,"Loco, pH-1",2ceuI1jModiG2T83Ytka0h,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2u7CP5T30c8ctenzXgEV1W'}, 'href': 'https://api.spotify.com/v1/artists/2u7CP5T30c8ctenzXgEV1W', 'id': '2u7CP5T30c8ctenzXgEV1W', 'name': 'pH-1', 'type': 'artist', 'uri': 'spotify:artist:2u7CP5T30c8ctenzXgEV1W'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 2u7CP5T30c8ctenzXgEV1W",[' pH-1'],[' 2u7CP5T30c8ctenzXgEV1W'], pH-1, 2u7CP5T30c8ctenzXgEV1W,,,,,,,,,,,,,,,,,,,,,,,,
7007,"Some Beatmaker (Feat. Svng, Woo)",Some Beatm,Loco,"Loco, Svng, Woo",5MOXuTznEETRbOa678M8Sr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1CQSDDqF3X7UBkeOTowhxA'}, 'href': 'https://api.spotify.com/v1/artists/1CQSDDqF3X7UBkeOTowhxA', 'id': '1CQSDDqF3X7UBkeOTowhxA', 'name': 'Svng', 'type': 'artist', 'uri': 'spotify:artist:1CQSDDqF3X7UBkeOTowhxA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5a8EJtOEbUJDF4RX3mKK02'}, 'href': 'https://api.spotify.com/v1/artists/5a8EJtOEbUJDF4RX3mKK02', 'id': '5a8EJtOEbUJDF4RX3mKK02', 'name': 'Woo', 'type': 'artist', 'uri': 'spotify:artist:5a8EJtOEbUJDF4RX3mKK02'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 1CQSDDqF3X7UBkeOTowhxA, 5a8EJtOEbUJDF4RX3mKK02","[' Svng', ' Woo']","[' 1CQSDDqF3X7UBkeOTowhxA', ' 5a8EJtOEbUJDF4RX3mKK02']", Svng, 1CQSDDqF3X7UBkeOTowhxA, Woo, 5a8EJtOEbUJDF4RX3mKK02,,,,,,,,,,,,,,,,,,,,,,
7008,Too Fast (Feat. Paloalto),Too Fast (,Loco,"Loco, Paloalto",7bPcFAxZ7U745qK4lNIhbi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2Yv0nlRtzgPl6u0dsS2hFv'}, 'href': 'https://api.spotify.com/v1/artists/2Yv0nlRtzgPl6u0dsS2hFv', 'id': '2Yv0nlRtzgPl6u0dsS2hFv', 'name': 'Paloalto', 'type': 'artist', 'uri': 'spotify:artist:2Yv0nlRtzgPl6u0dsS2hFv'}]",2e4G04F77jxVuDYo44TCSm,"2e4G04F77jxVuDYo44TCSm, 2Yv0nlRtzgPl6u0dsS2hFv",[' Paloalto'],[' 2Yv0nlRtzgPl6u0dsS2hFv'], Paloalto, 2Yv0nlRtzgPl6u0dsS2hFv,,,,,,,,,,,,,,,,,,,,,,,,
